,code,Detailed List Numbers,Cause
3497,M90,,Diseases of the musculoskeletal system and connective tissue
3498,M91,,Diseases of the musculoskeletal system and connective tissue
3499,M92,,Diseases of the musculoskeletal system and connective tissue
3500,M93,,Diseases of the musculoskeletal system and connective tissue
3501,M94,,Diseases of the musculoskeletal system and connective tissue
3502,M95,,Diseases of the musculoskeletal system and connective tissue
3503,M96,,Diseases of the musculoskeletal system and connective tissue
3504,M97,,Diseases of the musculoskeletal system and connective tissue
3505,M98,,Diseases of the musculoskeletal system and connective tissue
3506,M99,,Diseases of the musculoskeletal system and connective tissue
3507,N00,,Glomerular and renal tubulo-interstitial diseases
3508,N01,,Glomerular and renal tubulo-interstitial diseases
3509,N02,,Glomerular and renal tubulo-interstitial diseases
3510,N03,,Glomerular and renal tubulo-interstitial diseases
3511,N04,,Glomerular and renal tubulo-interstitial diseases
3512,N05,,Glomerular and renal tubulo-interstitial diseases
3513,N06,,Glomerular and renal tubulo-interstitial diseases
3514,N07,,Glomerular and renal tubulo-interstitial diseases
3515,N08,,Glomerular and renal tubulo-interstitial diseases
3516,N09,,Glomerular and renal tubulo-interstitial diseases
3517,N10,,Glomerular and renal tubulo-interstitial diseases
3518,N11,,Glomerular and renal tubulo-interstitial diseases
3519,N12,,Glomerular and renal tubulo-interstitial diseases
3520,N13,,Glomerular and renal tubulo-interstitial diseases
3521,N14,,Glomerular and renal tubulo-interstitial diseases
3522,N15,,Glomerular and renal tubulo-interstitial diseases
3523,N16,,Diseases of the genitourinary system
3524,N17,,Remainder of diseases of the genitourinary system
3525,N18,,Remainder of diseases of the genitourinary system
3526,N19,,Remainder of diseases of the genitourinary system
3527,N20,,Remainder of diseases of the genitourinary system
3528,N21,,Remainder of diseases of the genitourinary system
3529,N22,,Remainder of diseases of the genitourinary system
3530,N23,,Remainder of diseases of the genitourinary system
3531,N24,,Remainder of diseases of the genitourinary system
3532,N25,,Remainder of diseases of the genitourinary system
3533,N26,,Remainder of diseases of the genitourinary system
3534,N27,,Remainder of diseases of the genitourinary system
3535,N28,,Remainder of diseases of the genitourinary system
3536,N29,,Remainder of diseases of the genitourinary system
3537,N30,,Remainder of diseases of the genitourinary system
3538,N31,,Remainder of diseases of the genitourinary system
3539,N32,,Remainder of diseases of the genitourinary system
3540,N33,,Remainder of diseases of the genitourinary system
3541,N34,,Remainder of diseases of the genitourinary system
3542,N35,,Remainder of diseases of the genitourinary system
3543,N36,,Remainder of diseases of the genitourinary system
3544,N37,,Remainder of diseases of the genitourinary system
3545,N38,,Remainder of diseases of the genitourinary system
3546,N39,,Remainder of diseases of the genitourinary system
3547,N40,,Remainder of diseases of the genitourinary system
3548,N41,,Remainder of diseases of the genitourinary system
3549,N42,,Remainder of diseases of the genitourinary system
3550,N43,,Remainder of diseases of the genitourinary system
3551,N44,,Remainder of diseases of the genitourinary system
3552,N45,,Remainder of diseases of the genitourinary system
3553,N46,,Remainder of diseases of the genitourinary system
3554,N47,,Remainder of diseases of the genitourinary system
3555,N48,,Remainder of diseases of the genitourinary system
3556,N49,,Remainder of diseases of the genitourinary system
3557,N50,,Remainder of diseases of the genitourinary system
3558,N51,,Remainder of diseases of the genitourinary system
3559,N52,,Remainder of diseases of the genitourinary system
3560,N53,,Remainder of diseases of the genitourinary system
3561,N54,,Remainder of diseases of the genitourinary system
3562,N55,,Remainder of diseases of the genitourinary system
3563,N56,,Remainder of diseases of the genitourinary system
3564,N57,,Remainder of diseases of the genitourinary system
3565,N58,,Remainder of diseases of the genitourinary system
3566,N59,,Remainder of diseases of the genitourinary system
3567,N60,,Remainder of diseases of the genitourinary system
3568,N61,,Remainder of diseases of the genitourinary system
3569,N62,,Remainder of diseases of the genitourinary system
3570,N63,,Remainder of diseases of the genitourinary system
3571,N64,,Remainder of diseases of the genitourinary system
3572,N65,,Remainder of diseases of the genitourinary system
3573,N66,,Remainder of diseases of the genitourinary system
3574,N67,,Remainder of diseases of the genitourinary system
3575,N68,,Remainder of diseases of the genitourinary system
3576,N69,,Remainder of diseases of the genitourinary system
3577,N70,,Remainder of diseases of the genitourinary system
3578,N71,,Remainder of diseases of the genitourinary system
3579,N72,,Remainder of diseases of the genitourinary system
3580,N73,,Remainder of diseases of the genitourinary system
3581,N74,,Remainder of diseases of the genitourinary system
3582,N75,,Remainder of diseases of the genitourinary system
3583,N76,,Remainder of diseases of the genitourinary system
3584,N77,,Remainder of diseases of the genitourinary system
3585,N78,,Remainder of diseases of the genitourinary system
3586,N79,,Remainder of diseases of the genitourinary system
3587,N80,,Remainder of diseases of the genitourinary system
3588,N81,,Remainder of diseases of the genitourinary system
3589,N82,,Remainder of diseases of the genitourinary system
3590,N83,,Remainder of diseases of the genitourinary system
3591,N84,,Remainder of diseases of the genitourinary system
3592,N85,,Remainder of diseases of the genitourinary system
3593,N86,,Remainder of diseases of the genitourinary system
3594,N87,,Remainder of diseases of the genitourinary system
3595,N88,,Remainder of diseases of the genitourinary system
3596,N89,,Remainder of diseases of the genitourinary system
3597,N90,,Remainder of diseases of the genitourinary system
3598,N91,,Remainder of diseases of the genitourinary system
3599,N92,,Remainder of diseases of the genitourinary system
3600,N93,,Remainder of diseases of the genitourinary system
3601,N94,,Remainder of diseases of the genitourinary system
3602,N95,,Remainder of diseases of the genitourinary system
3603,N96,,Remainder of diseases of the genitourinary system
3604,N97,,Remainder of diseases of the genitourinary system
3605,N98,,Remainder of diseases of the genitourinary system
3606,O00,,Pregnancy with abortive outcome
3607,O01,,Pregnancy with abortive outcome
3608,O02,,Pregnancy with abortive outcome
3609,O03,,Pregnancy with abortive outcome
3610,O04,,Pregnancy with abortive outcome
3611,O05,,Pregnancy with abortive outcome
3612,O06,,Pregnancy with abortive outcome
3613,O07,,Pregnancy with abortive outcome
3614,O08,,"Pregnancy, childbirth and the puerperium"
3615,O09,,"Pregnancy, childbirth and the puerperium"
3616,O10,,Other direct obstetric deaths
3617,O11,,Other direct obstetric deaths
3618,O12,,Other direct obstetric deaths
3619,O13,,Other direct obstetric deaths
3620,O14,,Other direct obstetric deaths
3621,O15,,Other direct obstetric deaths
3622,O16,,Other direct obstetric deaths
3623,O17,,Other direct obstetric deaths
3624,O18,,Other direct obstetric deaths
3625,O19,,Other direct obstetric deaths
3626,O20,,Other direct obstetric deaths
3627,O21,,Other direct obstetric deaths
3628,O22,,Other direct obstetric deaths
3629,O23,,Other direct obstetric deaths
3630,O24,,Other direct obstetric deaths
3631,O25,,Other direct obstetric deaths
3632,O26,,Other direct obstetric deaths
3633,O27,,Other direct obstetric deaths
3634,O28,,Other direct obstetric deaths
3635,O29,,Other direct obstetric deaths
3636,O30,,Other direct obstetric deaths
3637,O31,,Other direct obstetric deaths
3638,O32,,Other direct obstetric deaths
3639,O33,,Other direct obstetric deaths
3640,O34,,Other direct obstetric deaths
3641,O35,,Other direct obstetric deaths
3642,O36,,Other direct obstetric deaths
3643,O37,,Other direct obstetric deaths
3644,O38,,Other direct obstetric deaths
3645,O39,,Other direct obstetric deaths
3646,O40,,Other direct obstetric deaths
3647,O41,,Other direct obstetric deaths
3648,O42,,Other direct obstetric deaths
3649,O43,,Other direct obstetric deaths
3650,O44,,Other direct obstetric deaths
3651,O45,,Other direct obstetric deaths
3652,O46,,Other direct obstetric deaths
3653,O47,,Other direct obstetric deaths
3654,O48,,Other direct obstetric deaths
3655,O49,,Other direct obstetric deaths
3656,O50,,Other direct obstetric deaths
3657,O51,,Other direct obstetric deaths
3658,O52,,Other direct obstetric deaths
3659,O53,,Other direct obstetric deaths
3660,O54,,Other direct obstetric deaths
3661,O55,,Other direct obstetric deaths
3662,O56,,Other direct obstetric deaths
3663,O57,,Other direct obstetric deaths
3664,O58,,Other direct obstetric deaths
3665,O59,,Other direct obstetric deaths
3666,O60,,Other direct obstetric deaths
3667,O61,,Other direct obstetric deaths
3668,O62,,Other direct obstetric deaths
3669,O63,,Other direct obstetric deaths
3670,O64,,Other direct obstetric deaths
3671,O65,,Other direct obstetric deaths
3672,O66,,Other direct obstetric deaths
3673,O67,,Other direct obstetric deaths
3674,O68,,Other direct obstetric deaths
3675,O69,,Other direct obstetric deaths
3676,O70,,Other direct obstetric deaths
3677,O71,,Other direct obstetric deaths
3678,O72,,Other direct obstetric deaths
3679,O73,,Other direct obstetric deaths
3680,O74,,Other direct obstetric deaths
3681,O75,,Other direct obstetric deaths
3682,O76,,Other direct obstetric deaths
3683,O77,,Other direct obstetric deaths
3684,O78,,Other direct obstetric deaths
3685,O79,,Other direct obstetric deaths
3686,O80,,Other direct obstetric deaths
3687,O81,,Other direct obstetric deaths
3688,O82,,Other direct obstetric deaths
3689,O83,,Other direct obstetric deaths
3690,O84,,Other direct obstetric deaths
3691,O85,,Other direct obstetric deaths
3692,O86,,Other direct obstetric deaths
3693,O87,,Other direct obstetric deaths
3694,O88,,Other direct obstetric deaths
3695,O89,,Other direct obstetric deaths
3696,O90,,Other direct obstetric deaths
3697,O91,,Other direct obstetric deaths
3698,O92,,Other direct obstetric deaths
3699,O93,,"Pregnancy, childbirth and the puerperium"
3700,O94,,"Pregnancy, childbirth and the puerperium"
3701,O95,,"Remainder of pregnancy, childbirth and the puerperium"
3702,O96,,"Remainder of pregnancy, childbirth and the puerperium"
3703,O97,,"Remainder of pregnancy, childbirth and the puerperium"
3704,O98,,Indirect obstetric deaths
3705,O99,,Indirect obstetric deaths
3706,P00,,Certain conditions originating in the perinatal period
3707,P01,,Certain conditions originating in the perinatal period
3708,P02,,Certain conditions originating in the perinatal period
3709,P03,,Certain conditions originating in the perinatal period
3710,P04,,Certain conditions originating in the perinatal period
3711,P05,,Certain conditions originating in the perinatal period
3712,P06,,Certain conditions originating in the perinatal period
3713,P07,,Certain conditions originating in the perinatal period
3714,P08,,Certain conditions originating in the perinatal period
3715,P09,,Certain conditions originating in the perinatal period
3716,P10,,Certain conditions originating in the perinatal period
3717,P11,,Certain conditions originating in the perinatal period
3718,P12,,Certain conditions originating in the perinatal period
3719,P13,,Certain conditions originating in the perinatal period
3720,P14,,Certain conditions originating in the perinatal period
3721,P15,,Certain conditions originating in the perinatal period
3722,P16,,Certain conditions originating in the perinatal period
3723,P17,,Certain conditions originating in the perinatal period
3724,P18,,Certain conditions originating in the perinatal period
3725,P19,,Certain conditions originating in the perinatal period
3726,P20,,Certain conditions originating in the perinatal period
3727,P21,,Certain conditions originating in the perinatal period
3728,P22,,Certain conditions originating in the perinatal period
3729,P23,,Certain conditions originating in the perinatal period
3730,P24,,Certain conditions originating in the perinatal period
3731,P25,,Certain conditions originating in the perinatal period
3732,P26,,Certain conditions originating in the perinatal period
3733,P27,,Certain conditions originating in the perinatal period
3734,P28,,Certain conditions originating in the perinatal period
3735,P29,,Certain conditions originating in the perinatal period
3736,P30,,Certain conditions originating in the perinatal period
3737,P31,,Certain conditions originating in the perinatal period
3738,P32,,Certain conditions originating in the perinatal period
3739,P33,,Certain conditions originating in the perinatal period
3740,P34,,Certain conditions originating in the perinatal period
3741,P35,,Certain conditions originating in the perinatal period
3742,P36,,Certain conditions originating in the perinatal period
3743,P37,,Certain conditions originating in the perinatal period
3744,P38,,Certain conditions originating in the perinatal period
3745,P39,,Certain conditions originating in the perinatal period
3746,P40,,Certain conditions originating in the perinatal period
3747,P41,,Certain conditions originating in the perinatal period
3748,P42,,Certain conditions originating in the perinatal period
3749,P43,,Certain conditions originating in the perinatal period
3750,P44,,Certain conditions originating in the perinatal period
3751,P45,,Certain conditions originating in the perinatal period
3752,P46,,Certain conditions originating in the perinatal period
3753,P47,,Certain conditions originating in the perinatal period
3754,P48,,Certain conditions originating in the perinatal period
3755,P49,,Certain conditions originating in the perinatal period
3756,P50,,Certain conditions originating in the perinatal period
3757,P51,,Certain conditions originating in the perinatal period
3758,P52,,Certain conditions originating in the perinatal period
3759,P53,,Certain conditions originating in the perinatal period
3760,P54,,Certain conditions originating in the perinatal period
3761,P55,,Certain conditions originating in the perinatal period
3762,P56,,Certain conditions originating in the perinatal period
3763,P57,,Certain conditions originating in the perinatal period
3764,P58,,Certain conditions originating in the perinatal period
3765,P59,,Certain conditions originating in the perinatal period
3766,P60,,Certain conditions originating in the perinatal period
3767,P61,,Certain conditions originating in the perinatal period
3768,P62,,Certain conditions originating in the perinatal period
3769,P63,,Certain conditions originating in the perinatal period
3770,P64,,Certain conditions originating in the perinatal period
3771,P65,,Certain conditions originating in the perinatal period
3772,P66,,Certain conditions originating in the perinatal period
3773,P67,,Certain conditions originating in the perinatal period
3774,P68,,Certain conditions originating in the perinatal period
3775,P69,,Certain conditions originating in the perinatal period
3776,P70,,Certain conditions originating in the perinatal period
3777,P71,,Certain conditions originating in the perinatal period
3778,P72,,Certain conditions originating in the perinatal period
3779,P73,,Certain conditions originating in the perinatal period
3780,P74,,Certain conditions originating in the perinatal period
3781,P75,,Certain conditions originating in the perinatal period
3782,P76,,Certain conditions originating in the perinatal period
3783,P77,,Certain conditions originating in the perinatal period
3784,P78,,Certain conditions originating in the perinatal period
3785,P79,,Certain conditions originating in the perinatal period
3786,P80,,Certain conditions originating in the perinatal period
3787,P81,,Certain conditions originating in the perinatal period
3788,P82,,Certain conditions originating in the perinatal period
3789,P83,,Certain conditions originating in the perinatal period
3790,P84,,Certain conditions originating in the perinatal period
3791,P85,,Certain conditions originating in the perinatal period
3792,P86,,Certain conditions originating in the perinatal period
3793,P87,,Certain conditions originating in the perinatal period
3794,P88,,Certain conditions originating in the perinatal period
3795,P89,,Certain conditions originating in the perinatal period
3796,P90,,Certain conditions originating in the perinatal period
3797,P91,,Certain conditions originating in the perinatal period
3798,P92,,Certain conditions originating in the perinatal period
3799,P93,,Certain conditions originating in the perinatal period
3800,P94,,Certain conditions originating in the perinatal period
3801,P95,,Certain conditions originating in the perinatal period
3802,P96,,Certain conditions originating in the perinatal period
3803,Q00,,"Congenital malformations, deformations and chromosomal abnormalities"
3804,Q01,,"Congenital malformations, deformations and chromosomal abnormalities"
3805,Q02,,"Congenital malformations, deformations and chromosomal abnormalities"
3806,Q03,,"Congenital malformations, deformations and chromosomal abnormalities"
3807,Q04,,"Congenital malformations, deformations and chromosomal abnormalities"
3808,Q05,,"Congenital malformations, deformations and chromosomal abnormalities"
3809,Q06,,"Congenital malformations, deformations and chromosomal abnormalities"
3810,Q07,,"Congenital malformations, deformations and chromosomal abnormalities"
3811,Q08,,"Congenital malformations, deformations and chromosomal abnormalities"
3812,Q09,,"Congenital malformations, deformations and chromosomal abnormalities"
3813,Q10,,"Congenital malformations, deformations and chromosomal abnormalities"
3814,Q11,,"Congenital malformations, deformations and chromosomal abnormalities"
3815,Q12,,"Congenital malformations, deformations and chromosomal abnormalities"
3816,Q13,,"Congenital malformations, deformations and chromosomal abnormalities"
3817,Q14,,"Congenital malformations, deformations and chromosomal abnormalities"
3818,Q15,,"Congenital malformations, deformations and chromosomal abnormalities"
3819,Q16,,"Congenital malformations, deformations and chromosomal abnormalities"
3820,Q17,,"Congenital malformations, deformations and chromosomal abnormalities"
3821,Q18,,"Congenital malformations, deformations and chromosomal abnormalities"
3822,Q19,,"Congenital malformations, deformations and chromosomal abnormalities"
3823,Q20,,"Congenital malformations, deformations and chromosomal abnormalities"
3824,Q21,,"Congenital malformations, deformations and chromosomal abnormalities"
3825,Q22,,"Congenital malformations, deformations and chromosomal abnormalities"
3826,Q23,,"Congenital malformations, deformations and chromosomal abnormalities"
3827,Q24,,"Congenital malformations, deformations and chromosomal abnormalities"
3828,Q25,,"Congenital malformations, deformations and chromosomal abnormalities"
3829,Q26,,"Congenital malformations, deformations and chromosomal abnormalities"
3830,Q27,,"Congenital malformations, deformations and chromosomal abnormalities"
3831,Q28,,"Congenital malformations, deformations and chromosomal abnormalities"
3832,Q29,,"Congenital malformations, deformations and chromosomal abnormalities"
3833,Q30,,"Congenital malformations, deformations and chromosomal abnormalities"
3834,Q31,,"Congenital malformations, deformations and chromosomal abnormalities"
3835,Q32,,"Congenital malformations, deformations and chromosomal abnormalities"
3836,Q33,,"Congenital malformations, deformations and chromosomal abnormalities"
3837,Q34,,"Congenital malformations, deformations and chromosomal abnormalities"
3838,Q35,,"Congenital malformations, deformations and chromosomal abnormalities"
3839,Q36,,"Congenital malformations, deformations and chromosomal abnormalities"
3840,Q37,,"Congenital malformations, deformations and chromosomal abnormalities"
3841,Q38,,"Congenital malformations, deformations and chromosomal abnormalities"
3842,Q39,,"Congenital malformations, deformations and chromosomal abnormalities"
3843,Q40,,"Congenital malformations, deformations and chromosomal abnormalities"
3844,Q41,,"Congenital malformations, deformations and chromosomal abnormalities"
3845,Q42,,"Congenital malformations, deformations and chromosomal abnormalities"
3846,Q43,,"Congenital malformations, deformations and chromosomal abnormalities"
3847,Q44,,"Congenital malformations, deformations and chromosomal abnormalities"
3848,Q45,,"Congenital malformations, deformations and chromosomal abnormalities"
3849,Q46,,"Congenital malformations, deformations and chromosomal abnormalities"
3850,Q47,,"Congenital malformations, deformations and chromosomal abnormalities"
3851,Q48,,"Congenital malformations, deformations and chromosomal abnormalities"
3852,Q49,,"Congenital malformations, deformations and chromosomal abnormalities"
3853,Q50,,"Congenital malformations, deformations and chromosomal abnormalities"
3854,Q51,,"Congenital malformations, deformations and chromosomal abnormalities"
3855,Q52,,"Congenital malformations, deformations and chromosomal abnormalities"
3856,Q53,,"Congenital malformations, deformations and chromosomal abnormalities"
3857,Q54,,"Congenital malformations, deformations and chromosomal abnormalities"
3858,Q55,,"Congenital malformations, deformations and chromosomal abnormalities"
3859,Q56,,"Congenital malformations, deformations and chromosomal abnormalities"
3860,Q57,,"Congenital malformations, deformations and chromosomal abnormalities"
3861,Q58,,"Congenital malformations, deformations and chromosomal abnormalities"
3862,Q59,,"Congenital malformations, deformations and chromosomal abnormalities"
3863,Q60,,"Congenital malformations, deformations and chromosomal abnormalities"
3864,Q61,,"Congenital malformations, deformations and chromosomal abnormalities"
3865,Q62,,"Congenital malformations, deformations and chromosomal abnormalities"
3866,Q63,,"Congenital malformations, deformations and chromosomal abnormalities"
3867,Q64,,"Congenital malformations, deformations and chromosomal abnormalities"
3868,Q65,,"Congenital malformations, deformations and chromosomal abnormalities"
3869,Q66,,"Congenital malformations, deformations and chromosomal abnormalities"
3870,Q67,,"Congenital malformations, deformations and chromosomal abnormalities"
3871,Q68,,"Congenital malformations, deformations and chromosomal abnormalities"
3872,Q69,,"Congenital malformations, deformations and chromosomal abnormalities"
3873,Q70,,"Congenital malformations, deformations and chromosomal abnormalities"
3874,Q71,,"Congenital malformations, deformations and chromosomal abnormalities"
3875,Q72,,"Congenital malformations, deformations and chromosomal abnormalities"
3876,Q73,,"Congenital malformations, deformations and chromosomal abnormalities"
3877,Q74,,"Congenital malformations, deformations and chromosomal abnormalities"
3878,Q75,,"Congenital malformations, deformations and chromosomal abnormalities"
3879,Q76,,"Congenital malformations, deformations and chromosomal abnormalities"
3880,Q77,,"Congenital malformations, deformations and chromosomal abnormalities"
3881,Q78,,"Congenital malformations, deformations and chromosomal abnormalities"
3882,Q79,,"Congenital malformations, deformations and chromosomal abnormalities"
3883,Q80,,"Congenital malformations, deformations and chromosomal abnormalities"
3884,Q81,,"Congenital malformations, deformations and chromosomal abnormalities"
3885,Q82,,"Congenital malformations, deformations and chromosomal abnormalities"
3886,Q83,,"Congenital malformations, deformations and chromosomal abnormalities"
3887,Q84,,"Congenital malformations, deformations and chromosomal abnormalities"
3888,Q85,,"Congenital malformations, deformations and chromosomal abnormalities"
3889,Q86,,"Congenital malformations, deformations and chromosomal abnormalities"
3890,Q87,,"Congenital malformations, deformations and chromosomal abnormalities"
3891,Q88,,"Congenital malformations, deformations and chromosomal abnormalities"
3892,Q89,,"Congenital malformations, deformations and chromosomal abnormalities"
3893,Q90,,"Congenital malformations, deformations and chromosomal abnormalities"
3894,Q91,,"Congenital malformations, deformations and chromosomal abnormalities"
3895,Q92,,"Congenital malformations, deformations and chromosomal abnormalities"
3896,Q93,,"Congenital malformations, deformations and chromosomal abnormalities"
3897,Q94,,"Congenital malformations, deformations and chromosomal abnormalities"
3898,Q95,,"Congenital malformations, deformations and chromosomal abnormalities"
3899,Q96,,"Congenital malformations, deformations and chromosomal abnormalities"
3900,Q97,,"Congenital malformations, deformations and chromosomal abnormalities"
3901,Q98,,"Congenital malformations, deformations and chromosomal abnormalities"
3902,Q99,,"Congenital malformations, deformations and chromosomal abnormalities"
3903,R00,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3904,R01,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3905,R02,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3906,R03,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3907,R04,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3908,R05,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3909,R06,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3910,R07,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3911,R08,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3912,R09,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3913,R10,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3914,R11,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3915,R12,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3916,R13,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3917,R14,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3918,R15,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3919,R16,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3920,R17,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3921,R18,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3922,R19,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3923,R20,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3924,R21,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3925,R22,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3926,R23,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3927,R24,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3928,R25,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3929,R26,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3930,R27,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3931,R28,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3932,R29,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3933,R30,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3934,R31,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3935,R32,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3936,R33,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3937,R34,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3938,R35,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3939,R36,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3940,R37,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3941,R38,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3942,R39,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3943,R40,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3944,R41,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3945,R42,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3946,R43,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3947,R44,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3948,R45,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3949,R46,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3950,R47,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3951,R48,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3952,R49,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3953,R50,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3954,R51,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3955,R52,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3956,R53,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3957,R54,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3958,R55,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3959,R56,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3960,R57,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3961,R58,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3962,R59,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3963,R60,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3964,R61,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3965,R62,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3966,R63,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3967,R64,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3968,R65,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3969,R66,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3970,R67,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3971,R68,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3972,R69,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3973,R70,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3974,R71,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3975,R72,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3976,R73,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3977,R74,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3978,R75,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3979,R76,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3980,R77,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3981,R78,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3982,R79,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3983,R80,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3984,R81,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3985,R82,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3986,R83,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3987,R84,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3988,R85,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3989,R86,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3990,R87,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
3991,R88,,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
